1,41795505674121
2,15394114974268
2,0502727042475
0,900380116864448
1,96045451921447
2,04217091486457
1,69609264397886
1,28246127968135
1,8321951271814
1,21293169001601
2,49415249466982
2,04033481941779
2,2363782176709
2,12887908232669
2,17933886273684
2,27933892770348
2,10074982373491
1,84314765278798
1,57030905492765
2,04959376677537
2,04897700226575
1,68906406398916
2,01951234751443
2,23129612652001
1,39943327080631
2,29668680444298
1,93902555656504
1,93199931584869
1,99374087222781
1,65495486129616
1,67340711902059
1,74271820160689
2,16674923339996
2,0038893915974
2,19377260371007
1,70411847363693
2,03252279969928
2,1079470980904
2,15492197387411
1,89695924018398
2,05388073783641
2,26504176818794
1,85227657498127
1,95161342965397
1,91606789293176
1,75149909680392
2,10086249145038
1,86585284118546
2,33036828017566
1,87674160866035
2,14880727369805
1,24422262518177
1,91108379666637
1,51116416180453
2,21045781681953
1,9751012812104
1,99580606032619
2,10906248179847
2,01471434730716
1,77231337607484
2,03153962330653
2,0469638083816
1,45909368083723
1,34495052321095
1,65467203700261
1,40463543091784
2,10703308760712
1,94176673134051
2,41126019288001
1,68301416661094
2,2829405527212
1,5475991152062
1,35278745477506
1,90093086342009
1,72185181679226
1,8710414240977
2,42849567879481
2,17606403236109
1,57181570361859
2,56129320048393
1,69845562256294
2,16320022808673
1,16475982459384
1,87938304441535
2,04857799218025
1,99086562156216
1,93869410998014
2,02581400158623
1,97154200689276
2,3796513156125
2,14292392947308
1,89811118227621
1,21824354719828
1,72799843548753
1,98461970922871
2,00073123652291
1,97643822363644
1,80318648895263
2,34218131261899
2,05063114502771
1,4247434874983
2,02812470412154
1,94879572124947
1,97392712135619
1,8499098453549
1,9903737000966
2,12589329572941
1,33173019108264
1,62985979242361
1,96886877018985
2,01076678714211
1,42955491585039
1,71689930093988
1,6725814258207
2,0117314291533
1,89920205766389
1,76950118592781
1,8625629684349
1,99421127263879
2,04062804009336
2,38492990050414
1,64349763032657
2,17050049143016
2,21423765634863
1,94854644135643
2,0144468467414
1,34332183801461
2,15912850853869
2,0891062906676
1,96432383239073
1,50326801864779
2,0707976127845
1,85979797784657
1,63749424772029
1,22920586006018
1,86329533215285
1,77078154321465
1,99205449702895
2,64013957794581
1,87928419029382
2,30401837157005
2,04050246795702
1,71607676624059
2,10244137809572
2,22538392059356
2,23561227443114
1,82072686514171
2,04101890472896
2,11168070045539
2,05190031701633
1,55202651633446
1,86903103873048
2,1994387525656
1,91172715933915
1,98466165596352
1,44954881137797
2,03538145208283
2,45297100339293
1,62612661541576
1,50843774579999
2,13586237099305
1,91049671456023
1,64691597683814
1,6599138161653
1,88855605535175
2,14752106691892
1,92277972890633
1,80087552896989
2,04223042348945
1,41575337880594
1,37475758246261
1,57453626626755
1,9457600183386
1,67956406791074
2,17292199089729
1,82856631714623
1,76181871456835
2,23228398226366
2,07549400952721
1,21640458121546
1,77470266899565
1,94286214420464
1,9179753049137
1,71037126793017
1,69686492554629
2,05484089438354
2,42363241381004
1,87903904573473
1,40580488657894
1,37281601921916
2,01910035188691
1,34283844683321
1,87250852020623
1,50599996202101
2,14861753046612
2,14091763000324
1,65397035634578
1,44034874833084
0,917991039936089
2,20861744548959
2,05510548022805
1,90643174828167
1,81916967485216
1,68910778225468
1,3410524634752
2,21504620284296
1,5148999924872
1,69674142567022
2,01158335896476
1,49277101571164
2,10910564429002
2,04227586650412
1,46890055614856
1,8301111186415
0,938424838956221
1,61197694095802
1,89738383784174
1,91935032318783
1,97716967176396
1,41501319026755
2,08160257147656
1,75893232543134
1,88571859800878
1,94955663526765
1,81502133183526
1,29639107662309
2,01349102639678
1,91341600695836
2,19215587343819
2,49838714548001
1,49793440297726
1,60308184257447
1,95236390596495
2,04891469224719
1,69556771608387
2,14153505001481
2,03330558267661
2,07791368497704
2,20765715337683
1,785771460379
2,01936885074678
1,56116779805116
1,70433429531415
1,40402071212415
1,45921915980361
1,87242226650949
1,65716720490412
1,6143227731383
2,11131348740786
1,55029867295945
2,14787148328391
1,86457563436397
2,23680236292677
1,83064144433281
1,5054747010834
1,17199962816302
1,80668668776791
1,86045241939326
1,84147459035839
1,80328638792612
1,15171916796717
1,98433707358502
2,3537879112756
2,05776782292933
1,84893854687175
2,12436081929156
2,06689679449561
2,10202671197072
1,26739209459591
2,44774706058846
1,48413265035541
1,61928025135119
1,38795352168759
2,37591437799136
1,63660372968437
1,98035702638523
1,40670419177661
1,52175787239984
1,91017895341666
1,5470209284374
1,61246558702943
1,49692071898347
2,3652256068936
1,78369673686192
2,06515883816397
2,16814381351031
1,31541488582227
1,21955344436764
2,09609866417861
2,0748488642291
2,14276151510695
1,61779865495113
2,0140525862463
2,16705299708347
1,28563384677945
2,2927058627331
1,32985919821497
2,1478111897604
2,41990082910369
2,15042393806692
2,00221989707481
1,74232866133858
1,58840978097925
1,95606946570454
1,71189603001064
1,68841773201305
1,77244237673494
2,14991531244003
1,84291214566959
1,60564817068521
2,06023544897328
1,46585914464998
1,78591871506567
1,81207557964327
2,19778183809977
1,65171617804813
1,84871864225587
1,8943103031829
2,18271120723091
1,72111719253846
1,07537919086507
2,047652961426
1,705136593513
2,15104654222377
1,69780008725583
2,32873334772772
2,14469824183019
2,22410027121482
1,61700477505745
2,06150880173566
2,19071858833303
2,50954015256292
2,11168783780749
1,89129416461707
1,57746783362923
2,12321406707443
2,0792905083288
2,11674427059413
1,55442058653255
1,73898109900592
2,18033949107287
2,30627305562168
2,11124310814206
2,18695454127297
1,90349957092816
2,21573002830158
1,88542164353876
2,07131072888454
1,85010502885676
2,27147388470933
1,9687791517188
1,82150857115278
1,1108637187353
2,01697896548079
1,76760124592633
1,75169984682488
1,85650641686874
2,43659416778644
2,29914006580816
1,77010648687823
1,40872078968862
1,94057594756493
1,52174423344981
1,43248675240844
1,77202157542717
2,09797384245256
1,47959945619479
1,3421696451675
2,19125598901105
1,13693356310286
2,13095691371641
2,39414371511026
1,89260534948613
2,00099063044687
2,1244124536775
2,00625019557601
2,20197031582652
2,03981530730672
1,55579394008804
2,22423472863156
1,73993956046233
1,68346318376039
2,20912040703587
1,8281895592583
1,73275064281539
2,2112088223464
2,33878539339468
2,23535816206134
1,55136685251138
1,96333687472118
1,97343855153454
1,57923198219851
1,80171177245058
1,84567209979401
1,55425226292635
1,79510483236448
1,83247074600742
1,95891938072662
2,02146523128107
2,03441613454391
1,82021153588168
2,13792557971544
1,20319399392118
1,97178692840479
1,73620713731675
2,17622423550133
2,143986537631
1,82324637425549
1,20601826220375
2,26778607620127
1,95265567594402
1,88546060501487
1,50178577945546
1,79696801157951
2,1716414186121
2,20382985611358
1,83087537310144
1,52126409833837
1,89663438116625
2,0845885685984
1,61080721989358
1,96397324911418
1,23794722061833
1,96099853318019
1,82201757049106
2,13652492190765
1,53589498731279
1,85656063179017
1,73219875242393
1,90979130563393
2,35158768457518
1,41707915557816
2,10442518246047
1,97196192534545
2,60698422826455
2,09873276048437
2,1486566692769
2,43950560382219
1,86134967429672
1,45285030461238
2,00109593340876
2,06807708344698
1,28549650168256
1,83702678512422
1,92258548264223
2,19755919957035
2,30748494589155
1,6722199435274
1,47861776587115
1,55400827016261
1,90156265579838
1,70615467100316
1,88542024847498
1,39503919228879
1,28507202267304
2,06586022187134
1,88933769319761
1,75400809319077
1,51168661888184
2,10969530051473
1,47505828754715
1,77207899908902
1,84901321918658
1,72146140138148
1,97087248252121
1,84184945099892
1,9716215991962
1,74417971130114
1,91989027444991
2,12616210075792
2,01858603216137
2,10383508593946
1,3402137782575
1,32890912034593
1,96308216291444
2,31140261689394
1,93000312065393
1,64038472345016
2,24326938777739
1,71441117286191
2,02952785652611
1,35687964552458
1,59435522658003
1,35040994284241
1,29858867525084
2,02367984886969
2,08443569075052
1,65834862903603
1,98130069308967
0,942343410863662
1,54687460669217
2,26163624238486
2,08176526541788
1,87124007063358
1,87515221009396
0,991058227140646
2,09216957822432
2,09933201233299
1,99702418112441
1,75853965662973
2,14902636096672
2,02881775520994
2,6045226733469
1,35000395955851
1,47087608966612
1,37327567797539
1,24287668835339
2,26941179321569
2,36033008502445
1,79380461045371
2,0356978949088
1,61161249414338
1,91811150277272
1,68458593377811
2,02335159752948
1,55319047402131
1,78820033148026
1,69256316656708
1,93141991784137
2,19992090112788
2,1307158910466
2,1341643744315
1,69232472619457
1,97326940424194
1,47485171702157
1,49826039142139
2,1421688387387
2,1239780521259
2,19884777108515
1,77412947755992
1,37410683926768
1,67566204163522
1,45196308510769
1,74751502830461
2,03547600613088
2,08719901387825
1,76726308040952
2,00607484875095
1,98846304175672
1,81256563074271
2,03670200900367
1,98246311551031
1,54047961367461
2,0271499826286
2,22152325576878
1,77191981855478
2,04900512404432
1,05504122398192
2,10581731990878
2,37702899676526
2,17156821985192
2,11479535324243
1,44664912018018
1,69359181238159
1,8381537210617
2,139972267532
2,01366800452558
2,23709477164015
1,57506793874364
2,32736756579164
2,09627799665105
2,32683913918688
1,5827810469178
2,10097995488415
2,08471991490553
1,77767642030708
1,32491056187984
2,04952844011905
1,58321584368757
1,72531958069395
2,20707151728203
2,17305584835169
2,06539851138535
2,27916014738532
2,36698500549243
2,094651403448
1,81900561411451
1,7646698402221
1,7962022661396
1,97799757490248
0,898199160425561
1,69522608809262
0,946757219671342
1,81646631971413
1,61563455903095
1,86796215945261
1,91659564885319
1,83695151767552
1,09450248085808
1,98988538189152
1,12919008167253
2,29987155811031
1,46316709067699
2,42529058995095
2,31803346752549
1,96126775149872
